client_id,visitor_id,visit_id,process_step,date_time,date,time,client_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,client_id,Variation,duration_between_steps,minutes_decimal
663873,419794502_74886871193,100559681_42553631610_873319,start,2017-04-01 15:08:49,2017-04-01,15:08:49,828166,10.0,5.0,62.0,female,2,146408.34,4,7,1133121,Control,0 days 00:00:31,0.5166666666666667
663873,419794502_74886871193,100559681_42553631610_873319,step_1,2017-04-01 15:09:20,2017-04-01,15:09:20,1283117,18.0,6.0,53.0,female,2,59555.0,3,6,5363409,Test,0 days 00:00:09,0.15
663873,419794502_74886871193,100559681_42553631610_873319,step_2,2017-04-01 15:09:29,2017-04-01,15:09:29,3776116,14.0,6.0,32.0,unknown,3,295517.81,2,5,6720861,Control,0 days 00:01:36,1.6
663873,419794502_74886871193,100559681_42553631610_873319,step_3,2017-04-01 15:11:05,2017-04-01,15:11:05,9217251,24.0,10.0,41.0,male,3,102661.47,2,5,572542,Test,0 days 00:01:07,1.1166666666666667
8187622,654697517_66879412556,100583476_33244068453_144866,start,2017-03-29 18:41:58,2017-03-29,18:41:58,6315858,28.0,3.0,43.0,unknown,2,111465.68,6,9,7842221,Control,0 days 00:00:57,0.95
8187622,654697517_66879412556,100583476_33244068453_144866,step_1,2017-03-29 18:42:55,2017-03-29,18:42:55,2039099,12.0,5.0,50.0,unknown,2,37618.52,2,5,2079150,Test,0 days 00:00:53,0.8833333333333333
8187622,654697517_66879412556,100583476_33244068453_144866,step_2,2017-03-29 18:43:48,2017-03-29,18:43:48,7867818,20.0,10.0,30.0,female,2,32713.4,2,5,4020479,Test,0 days 00:00:58,0.9666666666666667
8780422,950445262_17493325375,100725513_11346861413_977724,start,2017-03-29 21:57:28,2017-03-29,21:57:28,1625833,28.0,9.0,46.0,male,2,43277.65,2,2,3016455,,0 days 00:00:08,0.13333333333333333
3272226,84157994_57679722832,100940549_99510656_854293,start,2017-04-15 11:25:49,2017-04-15,11:25:49,5203028,14.0,8.0,55.0,unknown,2,125494.15,7,7,2786512,,0 days 00:00:45,0.75
3272226,84157994_57679722832,100940549_99510656_854293,step_1,2017-04-15 11:26:34,2017-04-15,11:26:34,1068226,14.0,2.0,56.0,unknown,2,18161.41,2,2,4845644,,0 days 00:00:22,0.36666666666666664
3272226,84157994_57679722832,100940549_99510656_854293,step_2,2017-04-15 11:26:56,2017-04-15,11:26:56,4978368,12.0,11.0,52.0,male,3,169448.36,3,3,6961059,,0 days 00:00:52,0.8666666666666667
3272226,84157994_57679722832,100940549_99510656_854293,step_3,2017-04-15 11:27:48,2017-04-15,11:27:48,3064516,8.0,11.0,49.0,unknown,3,278835.41,4,4,7294682,,0 days 00:00:39,0.65
4337769,709444316_87034594669,100982387_94833499276_254813,start,2017-03-31 11:32:14,2017-03-31,11:32:14,9670044,12.0,4.0,34.0,unknown,2,124220.95,1,1,8258484,,0 days 00:00:18,0.3
4337769,709444316_87034594669,100982387_94833499276_254813,step_1,2017-03-31 11:32:32,2017-03-31,11:32:32,9440564,6.0,9.0,66.0,unknown,2,35090.16,4,4,2491174,,0 days 00:00:04,0.06666666666666667
4337769,709444316_87034594669,100982387_94833499276_254813,step_2,2017-03-31 11:32:36,2017-03-31,11:32:36,8552454,22.0,10.0,58.0,female,2,55212.34,1,1,5103354,,0 days 00:01:38,1.6333333333333333
4337769,709444316_87034594669,100982387_94833499276_254813,step_3,2017-03-31 11:34:14,2017-03-31,11:34:14,499715,20.0,10.0,30.0,male,2,37222.77,7,7,4951766,,0 days 00:01:00,1.0
4132925,598742664_67221451402,100992600_26383380272_200075,start,2017-04-16 14:02:40,2017-04-16,14:02:40,7236884,46.0,5.0,56.0,male,2,825650.4700000001,2,5,6809872,Control,0 days 00:00:32,0.5333333333333333
4318876,802366088_8463149201,101030486_64770311115_334089,start,2017-04-04 21:31:10,2017-04-04,21:31:10,4080093,16.0,10.0,68.0,male,2,381191.44,6,9,7753815,Test,0 days 00:00:14,0.23333333333333334
4318876,802366088_8463149201,101030486_64770311115_334089,step_1,2017-04-04 21:31:24,2017-04-04,21:31:24,7133511,12.0,5.0,38.0,unknown,4,106530.39,6,9,8031992,Control,0 days 00:01:17,1.2833333333333334
4318876,802366088_8463149201,101030486_64770311115_334089,step_2,2017-04-04 21:32:41,2017-04-04,21:32:41,9168589,8.0,6.0,64.0,male,2,65624.65,0,4,7367110,Control,0 days 00:01:36,1.6
4318876,802366088_8463149201,101030486_64770311115_334089,step_3,2017-04-04 21:34:17,2017-04-04,21:34:17,1946281,26.0,3.0,34.0,male,2,54930.66,4,7,4802674,Test,0 days 00:01:03,1.05
4496382,865568014_59222267457,101094131_85383261552_788150,start,2017-03-30 15:11:27,2017-03-30,15:11:27,5630016,26.0,8.0,52.0,female,2,63081.6,1,4,3570598,Control,0 days 00:00:46,0.7666666666666667
8076869,329946186_20963290801,101095789_10442518934_382326,start,2017-04-08 11:12:17,2017-04-08,11:12:17,6778500,14.0,9.0,39.0,unknown,2,62234.23,2,5,8012314,Control,0 days 00:00:49,0.8166666666666667
8076869,329946186_20963290801,101095789_10442518934_382326,start,2017-04-08 11:13:06,2017-04-08,11:13:06,9460602,12.0,6.0,36.0,unknown,2,242562.84000000003,0,3,3383345,Test,0 days 00:00:24,0.4
6762377,211802240_55658786292,10111418_59591388284_939024,start,2017-03-30 15:45:04,2017-03-30,15:45:04,6252965,38.0,7.0,50.0,unknown,2,25637.08,6,6,9622917,,0 days 00:00:14,0.23333333333333334
6762377,211802240_55658786292,10111418_59591388284_939024,step_1,2017-03-30 15:45:18,2017-03-30,15:45:18,5721770,46.0,10.0,48.0,female,3,219598.25,7,7,2032005,,0 days 00:00:22,0.36666666666666664
6762377,211802240_55658786292,10111418_59591388284_939024,step_2,2017-03-30 15:45:40,2017-03-30,15:45:40,1877568,38.0,6.0,54.0,male,3,14212.66,2,2,8694784,,0 days 00:02:19,2.316666666666667
6762377,211802240_55658786292,10111418_59591388284_939024,start,2017-03-30 15:47:59,2017-03-30,15:47:59,6607104,30.0,11.0,44.0,female,2,16698.42,6,6,2840437,,0 days 00:03:29,3.4833333333333334
6762377,211802240_55658786292,10111418_59591388284_939024,step_1,2017-03-30 15:51:28,2017-03-30,15:51:28,2211077,24.0,11.0,23.0,male,2,29409.7,7,7,6626756,,0 days 00:00:29,0.48333333333333334
6762377,211802240_55658786292,10111418_59591388284_939024,step_2,2017-03-30 15:51:57,2017-03-30,15:51:57,7846638,14.0,0.0,21.0,unknown,2,53780.86,3,3,9095928,,0 days 00:01:31,1.5166666666666666
6762377,211802240_55658786292,10111418_59591388284_939024,step_3,2017-03-30 15:53:28,2017-03-30,15:53:28,3151501,30.0,2.0,72.0,female,2,40588.84,5,5,388202,,0 days 00:00:42,0.7
6664663,984010232_98607976980,101131769_71477003769_557617,start,2017-04-01 00:01:58,2017-04-01,00:01:58,713216,36.0,8.0,75.0,male,3,725204.63,2,2,4420239,,0 days 00:00:05,0.08333333333333333
6664663,984010232_98607976980,101131769_71477003769_557617,step_1,2017-04-01 00:02:03,2017-04-01,00:02:03,8191606,40.0,10.0,58.0,male,3,141474.66,3,3,8052717,,0 days 00:04:30,4.5
9506863,229556255_44233228773,101339145_59030942252_195139,start,2017-04-19 23:25:39,2017-04-19,23:25:39,2228877,12.0,1.0,50.0,unknown,3,132128.66,2,5,1765202,Test,0 days 00:00:15,0.25
9506863,229556255_44233228773,101339145_59030942252_195139,step_1,2017-04-19 23:25:54,2017-04-19,23:25:54,9210377,20.0,6.0,39.0,male,2,39618.36,2,5,8956074,Control,0 days 00:00:35,0.5833333333333334
9506863,229556255_44233228773,101339145_59030942252_195139,step_2,2017-04-19 23:26:29,2017-04-19,23:26:29,4285520,30.0,10.0,44.0,female,2,55517.84,3,6,5961178,Control,0 days 00:01:59,1.9833333333333334
7795550,370148491_10861944232,101351075_24045289214_506540,start,2017-04-18 20:35:54,2017-04-18,20:35:54,6892569,14.0,1.0,38.0,female,4,91406.66,6,9,9612771,Control,0 days 00:00:02,0.03333333333333333
7795550,370148491_10861944232,101351075_24045289214_506540,step_1,2017-04-18 20:35:56,2017-04-18,20:35:56,3641229,26.0,10.0,34.0,male,2,58736.58,6,9,2754248,Test,0 days 00:00:05,0.08333333333333333
7795550,370148491_10861944232,101351075_24045289214_506540,step_2,2017-04-18 20:36:01,2017-04-18,20:36:01,5792887,12.0,11.0,56.0,unknown,2,59005.45,4,7,5895512,Control,0 days 00:00:52,0.8666666666666667
7795550,370148491_10861944232,101351075_24045289214_506540,step_3,2017-04-18 20:36:53,2017-04-18,20:36:53,7668231,10.0,9.0,70.0,female,2,252605.35,6,9,6192754,Test,0 days 00:00:27,0.45
7795550,370148491_10861944232,101351075_24045289214_506540,confirm,2017-04-18 20:37:20,2017-04-18,20:37:20,2090413,18.0,6.0,52.0,female,3,163832.82,6,9,7638242,Control,0 days 00:00:36,0.6
1187711,823640424_61722374417,101353522_64535639660_69005,start,2017-04-02 14:44:09,2017-04-02,14:44:09,5083873,42.0,1.0,56.0,male,2,271827.55,7,7,8817540,,0 days 00:00:09,0.15
1187711,823640424_61722374417,101353522_64535639660_69005,step_1,2017-04-02 14:44:18,2017-04-02,14:44:18,9119930,14.0,1.0,24.0,male,2,26906.61,4,4,7561301,,0 days 00:00:56,0.9333333333333333
1187711,823640424_61722374417,101353522_64535639660_69005,step_2,2017-04-02 14:45:14,2017-04-02,14:45:14,5303680,32.0,2.0,32.0,male,2,18662.8,1,1,7292737,,0 days 00:01:06,1.1
1187711,823640424_61722374417,101353522_64535639660_69005,step_3,2017-04-02 14:46:20,2017-04-02,14:46:20,985904,30.0,9.0,42.0,male,2,94596.94,3,3,7948504,,0 days 00:01:21,1.35
1187711,823640424_61722374417,101353522_64535639660_69005,confirm,2017-04-02 14:47:41,2017-04-02,14:47:41,3979918,40.0,2.0,50.0,female,2,15052.109999999995,4,4,8069780,,0 days 00:01:42,1.7
1187711,823640424_61722374417,101353522_64535639660_69005,confirm,2017-04-02 14:49:23,2017-04-02,14:49:23,540008,50.0,9.0,68.0,female,3,82051.70999999999,7,7,9846441,,0 days 00:01:18,1.3
859069,174346824_41267062884,101392314_91331340315_841624,confirm,2017-04-16 14:54:56,2017-04-16,14:54:56,7064150,34.0,0.0,56.0,female,2,42044.7,0,3,4210011,Test,0 days 00:37:31,37.516666666666666
1789332,752381637_79106758803,10159198_84729287535_194650,confirm,2017-03-29 13:31:37,2017-03-29,13:31:37,3247336,28.0,2.0,50.0,female,2,88550.29999999999,6,9,4551917,Test,0 days 00:03:52,3.8666666666666667
7135656,72105685_36229948347,10160247_7644306633_536261,start,2017-04-20 12:53:22,2017-04-20,12:53:22,4017302,16.0,6.0,32.0,unknown,4,251342.28,6,9,7382665,Control,0 days 00:00:11,0.18333333333333332
7135656,72105685_36229948347,10160247_7644306633_536261,step_1,2017-04-20 12:53:33,2017-04-20,12:53:33,5536303,30.0,8.0,42.0,male,2,48985.66,5,8,3896969,Control,0 days 00:00:15,0.25
7135656,72105685_36229948347,10160247_7644306633_536261,step_2,2017-04-20 12:53:48,2017-04-20,12:53:48,3818844,8.0,3.0,40.0,unknown,3,23792.74,3,6,8697228,Test,0 days 00:01:38,1.6333333333333333
7135656,72105685_36229948347,10160247_7644306633_536261,step_3,2017-04-20 12:55:26,2017-04-20,12:55:26,9580921,12.0,10.0,52.0,unknown,2,63214.04,4,7,6243234,Control,0 days 00:00:32,0.5333333333333333
7135656,72105685_36229948347,10160247_7644306633_536261,confirm,2017-04-20 12:55:58,2017-04-20,12:55:58,4772168,26.0,1.0,62.0,female,2,63551.69,6,9,5851508,Test,0 days 00:01:24,1.4
1497502,745833740_26405312082,101648946_2986090802_45728,start,2017-04-05 13:33:52,2017-04-05,13:33:52,2838924,26.0,7.0,52.0,female,2,30608.31,6,6,3475806,,0 days 00:00:10,0.16666666666666666
1497502,745833740_26405312082,101648946_2986090802_45728,step_1,2017-04-05 13:34:02,2017-04-05,13:34:02,6760386,10.0,10.0,40.0,unknown,2,41140.21,1,1,3162303,,0 days 00:02:40,2.6666666666666665
1497502,745833740_26405312082,101648946_2986090802_45728,step_2,2017-04-05 13:36:42,2017-04-05,13:36:42,9870670,34.0,11.0,37.0,male,2,15297.62,5,5,632933,,0 days 00:00:06,0.1
1497502,745833740_26405312082,101648946_2986090802_45728,step_1,2017-04-05 13:36:48,2017-04-05,13:36:48,707360,18.0,0.0,54.0,male,2,177190.90999999997,4,4,2389665,,0 days 00:03:12,3.2
1497502,745833740_26405312082,101648946_2986090802_45728,step_2,2017-04-05 13:40:00,2017-04-05,13:40:00,4023213,24.0,0.0,36.0,unknown,2,64099.15,3,3,5706517,,0 days 00:00:48,0.8
1497502,745833740_26405312082,101648946_2986090802_45728,step_3,2017-04-05 13:40:48,2017-04-05,13:40:48,6314283,28.0,8.0,36.0,female,3,97539.33,7,7,5488606,,0 days 00:06:31,6.516666666666667
1781217,661826812_12127666854,101657019_35350936910_130328,start,2017-04-06 07:20:12,2017-04-06,07:20:12,4662590,26.0,0.0,32.0,male,3,74884.64,6,6,6243577,,0 days 00:00:21,0.35
1781217,661826812_12127666854,101657019_35350936910_130328,step_1,2017-04-06 07:20:33,2017-04-06,07:20:33,3591111,12.0,11.0,58.0,unknown,2,277437.38,7,7,547527,,0 days 00:00:13,0.21666666666666667
1781217,661826812_12127666854,101657019_35350936910_130328,step_2,2017-04-06 07:20:46,2017-04-06,07:20:46,7310041,12.0,4.0,32.0,female,2,39523.96,4,4,6874079,,0 days 00:01:48,1.8
1781217,661826812_12127666854,101657019_35350936910_130328,step_3,2017-04-06 07:22:34,2017-04-06,07:22:34,7242368,26.0,0.0,64.0,female,2,58338.23999999999,3,3,2138744,,0 days 00:01:12,1.2
1181373,63399771_40264961342,101680890_99989873555_20306,start,2017-04-06 22:35:40,2017-04-06,22:35:40,3609051,10.0,1.0,34.0,unknown,2,72575.37,1,4,2972315,Test,0 days 00:00:08,0.13333333333333333
1181373,63399771_40264961342,101680890_99989873555_20306,step_1,2017-04-06 22:35:48,2017-04-06,22:35:48,1033552,30.0,11.0,39.0,male,2,125465.73,5,8,1610118,Test,0 days 00:00:09,0.15
1181373,63399771_40264961342,101680890_99989873555_20306,step_2,2017-04-06 22:35:57,2017-04-06,22:35:57,8874319,28.0,10.0,53.0,female,2,139884.91,0,3,8457324,Test,0 days 00:01:49,1.8166666666666667
1181373,63399771_40264961342,101680890_99989873555_20306,start,2017-04-06 22:37:46,2017-04-06,22:37:46,6199688,28.0,10.0,50.0,male,3,518202.94,3,6,9902433,Test,0 days 00:04:33,4.55
1181373,63399771_40264961342,101680890_99989873555_20306,step_1,2017-04-06 22:42:19,2017-04-06,22:42:19,5277217,26.0,10.0,45.0,male,2,84472.82,0,3,7617721,Test,0 days 00:01:09,1.15
1181373,63399771_40264961342,101680890_99989873555_20306,step_2,2017-04-06 22:43:28,2017-04-06,22:43:28,9454031,12.0,6.0,38.0,unknown,2,24698.81,1,4,2736584,Test,0 days 00:04:44,4.733333333333333
1181373,63399771_40264961342,101680890_99989873555_20306,step_3,2017-04-06 22:48:12,2017-04-06,22:48:12,2471573,22.0,2.0,40.0,female,2,46380.52,0,3,9653388,Test,0 days 00:06:35,6.583333333333333
1181373,63399771_40264961342,101680890_99989873555_20306,confirm,2017-04-06 22:54:47,2017-04-06,22:54:47,3774619,8.0,10.0,22.0,unknown,2,97586.16,1,4,6032992,Test,0 days 00:12:38,12.633333333333333
1181373,63399771_40264961342,101680890_99989873555_20306,start,2017-04-06 23:07:25,2017-04-06,23:07:25,8722394,12.0,9.0,29.0,unknown,2,29733.76,1,4,1648153,Test,0 days 00:00:09,0.15
1181373,63399771_40264961342,101680890_99989873555_20306,step_1,2017-04-06 23:07:34,2017-04-06,23:07:34,419969,16.0,9.0,68.0,male,4,135769.06,4,7,2388356,Test,0 days 00:07:23,7.383333333333334
1159819,877640666_56053241187,101723155_55190658662_237894,start,2017-03-29 11:23:10,2017-03-29,11:23:10,1983217,10.0,10.0,48.0,unknown,3,71507.87,2,5,2894932,Test,0 days 00:00:09,0.15
1159819,877640666_56053241187,101723155_55190658662_237894,step_1,2017-03-29 11:23:19,2017-03-29,11:23:19,2322197,52.0,2.0,74.0,female,2,446894.34,4,8,5397632,Control,0 days 00:00:08,0.13333333333333333
1159819,877640666_56053241187,101723155_55190658662_237894,step_2,2017-03-29 11:23:27,2017-03-29,11:23:27,8863840,10.0,10.0,66.0,unknown,2,244768.82,1,4,3289611,Test,0 days 00:01:52,1.8666666666666667
1159819,877640666_56053241187,101723155_55190658662_237894,step_3,2017-03-29 11:25:19,2017-03-29,11:25:19,195310,20.0,3.0,50.0,female,2,212499.94,2,5,5163801,Control,0 days 00:01:27,1.45
2917969,651151571_32572036731,10177503_3130035561_623787,step_3,2017-04-05 16:00:01,2017-04-05,16:00:01,6366070,8.0,9.0,,unknown,2,47145.86,2,2,3091554,,0 days 00:02:57,2.95
4836017,964305508_88456519321,101780244_22851723186_748129,start,2017-04-09 13:17:46,2017-04-09,13:17:46,2504555,26.0,0.0,18.0,female,3,52527.63,4,4,8023997,,0 days 00:00:03,0.05
7529949,457831677_80153438603,101794167_4777787282_217687,start,2017-04-16 08:59:18,2017-04-16,08:59:18,9832241,10.0,9.0,,unknown,2,18277.19,1,1,8692825,,0 days 00:00:16,0.26666666666666666
9655476,120240561_31328329933,101822764_25803298242_795564,start,2017-04-26 15:49:48,2017-04-26,15:49:48,6671803,10.0,5.0,50.0,male,2,173249.24,1,4,760554,Test,0 days 00:00:23,0.38333333333333336
9655476,120240561_31328329933,101822764_25803298242_795564,step_1,2017-04-26 15:50:11,2017-04-26,15:50:11,3716868,24.0,2.0,54.0,male,2,361012.16,3,6,7764561,Control,0 days 00:00:34,0.5666666666666667
24572,630052492_58601863492,101834489_14041973684_933577,start,2017-04-05 11:04:52,2017-04-05,11:04:52,198714,32.0,11.0,30.0,male,2,65272.76999999999,1,1,5715156,,0 days 00:00:06,0.1
24572,630052492_58601863492,101834489_14041973684_933577,step_1,2017-04-05 11:04:58,2017-04-05,11:04:58,6341503,28.0,11.0,26.0,male,2,15962.519999999997,7,7,6185087,,0 days 00:02:41,2.683333333333333
24572,630052492_58601863492,101834489_14041973684_933577,start,2017-04-05 11:07:39,2017-04-05,11:07:39,1819908,18.0,1.0,24.0,male,2,342147.78,7,7,2221700,,0 days 00:00:03,0.05
24572,630052492_58601863492,101834489_14041973684_933577,step_1,2017-04-05 11:07:42,2017-04-05,11:07:42,4598940,56.0,1.0,42.0,male,2,13836.949999999995,3,3,4036764,,0 days 00:00:15,0.25
